dataset,scenario,branch,llm_version,part0_model,metric,part2_n_runs,part2_mean,part2_std,part0_value,delta_part2_minus_part0,part2_better
AirPassengers,S1,Base,KimiK26,Naive (Seasonal),r2,3,0.8889281782913843,0.0,0.0727910062494688,0.8161371720419155,True
AirPassengers,S1,Base,KimiK26,Auto-ARIMA,mae,3,21.95984081014988,0.0,28.5474087597444,-6.5875679495945185,True
AirPassengers,S1,Base,KimiK26,Auto-ARIMA,rmse,3,26.03914002066169,0.0,35.08281305366807,-9.043673033006378,True
AirPassengers,S1,Base,KimiK26,Auto-ARIMA,smape,3,4.892850811020417,0.0,6.345217060526792,-1.4523662495063752,True
AirPassengers,S1,Base,KimiK26,Auto-ARIMA,mase,3,1.042657997649765,0.0,1.3554371506084386,-0.31277915295867365,True
AirPassengers,S1,Base,KimiK26,Auto-ARIMA,r2,3,0.8889281782913843,0.0,0.7983772938713357,0.09055088442004855,True
AirPassengers,S1,ChalDL,ClaudeOpus47,Naive (Flat),mae,3,82.90308539826295,9.779107174309726,81.44827586206897,1.4548095361939772,False
AirPassengers,S1,ChalDL,ClaudeOpus47,Naive (Flat),rmse,3,104.95451089175542,6.900591540471127,93.13394136662936,11.82056952512606,False
AirPassengers,S1,ChalDL,ClaudeOpus47,Naive (Flat),smape,3,19.573424419492998,2.9855396248871267,18.057443575330144,1.5159808441628542,False
AirPassengers,S1,ChalDL,ClaudeOpus47,Naive (Flat),mase,3,3.936256449563505,0.4643141265603118,3.867181777707564,0.06907467185594074,False
AirPassengers,S1,ChalDL,ClaudeOpus47,Naive (Flat),r2,3,-0.8096835268134336,0.23420139690522623,-0.4209100492493396,-0.38877347756409397,False
AirPassengers,S1,ChalDL,ClaudeOpus47,Naive (Seasonal),mae,3,82.90308539826295,9.779107174309726,64.75862068965517,18.14446470860777,False
AirPassengers,S1,ChalDL,ClaudeOpus47,Naive (Seasonal),rmse,3,104.95451089175542,6.900591540471127,75.23388818235092,29.720622709404495,False
AirPassengers,S1,ChalDL,ClaudeOpus47,Naive (Seasonal),smape,3,19.573424419492998,2.9855396248871267,15.43044131251834,4.142983106974658,False
AirPassengers,S1,ChalDL,ClaudeOpus47,Naive (Seasonal),mase,3,3.936256449563505,0.4643141265603118,3.0747533355354806,0.8615031140280243,False
AirPassengers,S1,ChalDL,ClaudeOpus47,Naive (Seasonal),r2,3,-0.8096835268134336,0.23420139690522623,0.0727910062494688,-0.8824745330629024,False
AirPassengers,S1,ChalDL,ClaudeOpus47,Auto-ARIMA,mae,3,82.90308539826295,9.779107174309726,28.5474087597444,54.355676638518545,False
AirPassengers,S1,ChalDL,ClaudeOpus47,Auto-ARIMA,rmse,3,104.95451089175542,6.900591540471127,35.08281305366807,69.87169783808736,False
AirPassengers,S1,ChalDL,ClaudeOpus47,Auto-ARIMA,smape,3,19.573424419492998,2.9855396248871267,6.345217060526792,13.228207358966205,False
AirPassengers,S1,ChalDL,ClaudeOpus47,Auto-ARIMA,mase,3,3.936256449563505,0.4643141265603118,1.3554371506084386,2.580819298955066,False
AirPassengers,S1,ChalDL,ClaudeOpus47,Auto-ARIMA,r2,3,-0.8096835268134336,0.23420139690522623,0.7983772938713357,-1.6080608206847693,False
AirPassengers,S1,ChalDL,DeepSeekV4Pro,Naive (Flat),mae,3,412.5121448779928,0.553681781273638,81.44827586206897,331.06386901592384,False
AirPassengers,S1,ChalDL,DeepSeekV4Pro,Naive (Flat),rmse,3,419.8461226352892,0.5440172695740889,93.13394136662936,326.71218126865983,False
AirPassengers,S1,ChalDL,DeepSeekV4Pro,Naive (Flat),smape,3,175.6106124328679,0.45574963047092165,18.057443575330144,157.55316885753774,False
AirPassengers,S1,ChalDL,DeepSeekV4Pro,Naive (Flat),mase,3,19.58616597921332,0.026288930889291413,3.867181777707564,15.718984201505755,False
AirPassengers,S1,ChalDL,DeepSeekV4Pro,Naive (Flat),r2,3,-27.875625496186853,0.0748593180309145,-0.4209100492493396,-27.454715446937513,False
AirPassengers,S1,ChalDL,DeepSeekV4Pro,Naive (Seasonal),mae,3,412.5121448779928,0.553681781273638,64.75862068965517,347.7535241883376,False
AirPassengers,S1,ChalDL,DeepSeekV4Pro,Naive (Seasonal),rmse,3,419.8461226352892,0.5440172695740889,75.23388818235092,344.61223445293825,False
AirPassengers,S1,ChalDL,DeepSeekV4Pro,Naive (Seasonal),smape,3,175.6106124328679,0.45574963047092165,15.43044131251834,160.18017112034954,False
AirPassengers,S1,ChalDL,DeepSeekV4Pro,Naive (Seasonal),mase,3,19.58616597921332,0.026288930889291413,3.0747533355354806,16.51141264367784,False
AirPassengers,S1,ChalDL,DeepSeekV4Pro,Naive (Seasonal),r2,3,-27.875625496186853,0.0748593180309145,0.0727910062494688,-27.94841650243632,False
AirPassengers,S1,ChalDL,DeepSeekV4Pro,Auto-ARIMA,mae,3,412.5121448779928,0.553681781273638,28.5474087597444,383.9647361182484,False
AirPassengers,S1,ChalDL,DeepSeekV4Pro,Auto-ARIMA,rmse,3,419.8461226352892,0.5440172695740889,35.08281305366807,384.7633095816211,False
AirPassengers,S1,ChalDL,DeepSeekV4Pro,Auto-ARIMA,smape,3,175.6106124328679,0.45574963047092165,6.345217060526792,169.26539537234112,False
AirPassengers,S1,ChalDL,DeepSeekV4Pro,Auto-ARIMA,mase,3,19.58616597921332,0.026288930889291413,1.3554371506084386,18.23072882860488,False
AirPassengers,S1,ChalDL,DeepSeekV4Pro,Auto-ARIMA,r2,3,-27.875625496186853,0.0748593180309145,0.7983772938713357,-28.67400279005819,False
AirPassengers,S1,ChalDL,GPT55,Naive (Flat),mae,2,412.17860294210504,0.02082456600841266,81.44827586206897,330.7303270800361,False
AirPassengers,S1,ChalDL,GPT55,Naive (Flat),rmse,2,419.5184032291963,0.02046029086154642,93.13394136662936,326.3844618625669,False
AirPassengers,S1,ChalDL,GPT55,Naive (Flat),smape,2,175.33609086847346,0.01710323334463781,18.057443575330144,157.2786472931433,False
AirPassengers,S1,ChalDL,GPT55,Naive (Flat),mase,2,19.570329335860045,0.0009887549041872712,3.867181777707564,15.70314755815248,False
AirPassengers,S1,ChalDL,GPT55,Naive (Flat),r2,2,-27.83053194330713,0.002812182083129036,-0.4209100492493396,-27.40962189405779,False
AirPassengers,S1,ChalDL,GPT55,Naive (Seasonal),mae,2,412.17860294210504,0.02082456600841266,64.75862068965517,347.41998225244987,False
AirPassengers,S1,ChalDL,GPT55,Naive (Seasonal),rmse,2,419.5184032291963,0.02046029086154642,75.23388818235092,344.28451504684534,False
AirPassengers,S1,ChalDL,GPT55,Naive (Seasonal),smape,2,175.33609086847346,0.01710323334463781,15.43044131251834,159.9056495559551,False
AirPassengers,S1,ChalDL,GPT55,Naive (Seasonal),mase,2,19.570329335860045,0.0009887549041872712,3.0747533355354806,16.495576000324565,False
AirPassengers,S1,ChalDL,GPT55,Naive (Seasonal),r2,2,-27.83053194330713,0.002812182083129036,0.0727910062494688,-27.903322949556596,False
AirPassengers,S1,ChalDL,GPT55,Auto-ARIMA,mae,2,412.17860294210504,0.02082456600841266,28.5474087597444,383.6311941823607,False
AirPassengers,S1,ChalDL,GPT55,Auto-ARIMA,rmse,2,419.5184032291963,0.02046029086154642,35.08281305366807,384.4355901755282,False
AirPassengers,S1,ChalDL,GPT55,Auto-ARIMA,smape,2,175.33609086847346,0.01710323334463781,6.345217060526792,168.99087380794668,False
AirPassengers,S1,ChalDL,GPT55,Auto-ARIMA,mase,2,19.570329335860045,0.0009887549041872712,1.3554371506084386,18.214892185251607,False
AirPassengers,S1,ChalDL,GPT55,Auto-ARIMA,r2,2,-27.83053194330713,0.002812182083129036,0.7983772938713357,-28.628909237178465,False
AirPassengers,S1,ChalDL,Gemini31Pro,Naive (Flat),mae,3,413.15148077339956,0.0,81.44827586206897,331.7032049113306,False
AirPassengers,S1,ChalDL,Gemini31Pro,Naive (Flat),rmse,3,420.4742989270133,0.0,93.13394136662936,327.34035756038395,False
AirPassengers,S1,ChalDL,Gemini31Pro,Naive (Flat),smape,3,176.13686615737652,0.0,18.057443575330144,158.07942258204636,False
AirPassengers,S1,ChalDL,Gemini31Pro,Naive (Flat),mase,3,19.616521785992315,0.0,3.867181777707564,15.74934000828475,False
AirPassengers,S1,ChalDL,Gemini31Pro,Naive (Flat),r2,3,-27.96206548909935,0.0,-0.4209100492493396,-27.54115543985001,False
AirPassengers,S1,ChalDL,Gemini31Pro,Naive (Seasonal),mae,3,413.15148077339956,0.0,64.75862068965517,348.3928600837444,False
AirPassengers,S1,ChalDL,Gemini31Pro,Naive (Seasonal),rmse,3,420.4742989270133,0.0,75.23388818235092,345.24041074466237,False
AirPassengers,S1,ChalDL,Gemini31Pro,Naive (Seasonal),smape,3,176.13686615737652,0.0,15.43044131251834,160.7064248448582,False
AirPassengers,S1,ChalDL,Gemini31Pro,Naive (Seasonal),mase,3,19.616521785992315,0.0,3.0747533355354806,16.541768450456836,False
AirPassengers,S1,ChalDL,Gemini31Pro,Naive (Seasonal),r2,3,-27.96206548909935,0.0,0.0727910062494688,-28.034856495348816,False
AirPassengers,S1,ChalDL,Gemini31Pro,Auto-ARIMA,mae,3,413.15148077339956,0.0,28.5474087597444,384.6040720136551,False
AirPassengers,S1,ChalDL,Gemini31Pro,Auto-ARIMA,rmse,3,420.4742989270133,0.0,35.08281305366807,385.39148587334523,False
AirPassengers,S1,ChalDL,Gemini31Pro,Auto-ARIMA,smape,3,176.13686615737652,0.0,6.345217060526792,169.7916490968497,False
AirPassengers,S1,ChalDL,Gemini31Pro,Auto-ARIMA,mase,3,19.616521785992315,0.0,1.3554371506084386,18.261084635383877,False
AirPassengers,S1,ChalDL,Gemini31Pro,Auto-ARIMA,r2,3,-27.96206548909935,0.0,0.7983772938713357,-28.760442782970685,False
AirPassengers,S1,ChalDL,Grok43,Naive (Flat),mae,2,412.67240445367224,0.6775162287702948,81.44827586206897,331.2241285916033,False
AirPassengers,S1,ChalDL,Grok43,Naive (Flat),rmse,2,420.0035848833114,0.6656901846026936,93.13394136662936,326.86964351668206,False
AirPassengers,S1,ChalDL,Grok43,Naive (Flat),smape,2,175.7425254190641,0.5576820203176474,18.057443575330144,157.68508184373394,False
AirPassengers,S1,ChalDL,Grok43,Naive (Flat),mase,2,19.593775138575023,0.03216861727605444,3.867181777707564,15.726593360867458,False
AirPassengers,S1,ChalDL,Grok43,Naive (Flat),r2,2,-27.897292972713693,0.09160217114162393,-0.4209100492493396,-27.476382923464353,False
AirPassengers,S1,ChalDL,Grok43,Naive (Seasonal),mae,2,412.67240445367224,0.6775162287702948,64.75862068965517,347.91378376401707,False
AirPassengers,S1,ChalDL,Grok43,Naive (Seasonal),rmse,2,420.0035848833114,0.6656901846026936,75.23388818235092,344.7696967009605,False
AirPassengers,S1,ChalDL,Grok43,Naive (Seasonal),smape,2,175.7425254190641,0.5576820203176474,15.43044131251834,160.31208410654574,False
AirPassengers,S1,ChalDL,Grok43,Naive (Seasonal),mase,2,19.593775138575023,0.03216861727605444,3.0747533355354806,16.519021803039543,False
AirPassengers,S1,ChalDL,Grok43,Naive (Seasonal),r2,2,-27.897292972713693,0.09160217114162393,0.0727910062494688,-27.97008397896316,False
AirPassengers,S1,ChalDL,Grok43,Auto-ARIMA,mae,2,412.67240445367224,0.6775162287702948,28.5474087597444,384.1249956939279,False
AirPassengers,S1,ChalDL,Grok43,Auto-ARIMA,rmse,2,420.0035848833114,0.6656901846026936,35.08281305366807,384.92077182964334,False
AirPassengers,S1,ChalDL,Grok43,Auto-ARIMA,smape,2,175.7425254190641,0.5576820203176474,6.345217060526792,169.39730835853732,False
AirPassengers,S1,ChalDL,Grok43,Auto-ARIMA,mase,2,19.593775138575023,0.03216861727605444,1.3554371506084386,18.238337987966585,False
AirPassengers,S1,ChalDL,Grok43,Auto-ARIMA,r2,2,-27.897292972713693,0.09160217114162393,0.7983772938713357,-28.69567026658503,False
AirPassengers,S1,ChalDL,KimiK26,Naive (Flat),mae,3,412.37814460403615,0.32011151627376605,81.44827586206897,330.9298687419672,False
AirPassengers,S1,ChalDL,KimiK26,Naive (Flat),rmse,3,419.71445817303476,0.3145184875035425,93.13394136662936,326.5805168064054,False
AirPassengers,S1,ChalDL,KimiK26,Naive (Flat),smape,3,175.5001742279293,0.2632536179310304,18.057443575330144,157.44273065259915,False
AirPassengers,S1,ChalDL,KimiK26,Naive (Flat),mase,3,19.579803617184556,0.015198964121286731,3.867181777707564,15.712621839476991,False
AirPassengers,S1,ChalDL,KimiK26,Naive (Flat),r2,3,-27.85749594734396,0.04325881938355432,-0.4209100492493396,-27.43658589809462,False
AirPassengers,S1,ChalDL,KimiK26,Naive (Seasonal),mae,3,412.37814460403615,0.32011151627376605,64.75862068965517,347.619523914381,False
AirPassengers,S1,ChalDL,KimiK26,Naive (Seasonal),rmse,3,419.71445817303476,0.3145184875035425,75.23388818235092,344.4805699906838,False
AirPassengers,S1,ChalDL,KimiK26,Naive (Seasonal),smape,3,175.5001742279293,0.2632536179310304,15.43044131251834,160.06973291541095,False
AirPassengers,S1,ChalDL,KimiK26,Naive (Seasonal),mase,3,19.579803617184556,0.015198964121286731,3.0747533355354806,16.505050281649076,False
AirPassengers,S1,ChalDL,KimiK26,Naive (Seasonal),r2,3,-27.85749594734396,0.04325881938355432,0.0727910062494688,-27.930286953593427,False
AirPassengers,S1,ChalDL,KimiK26,Auto-ARIMA,mae,3,412.37814460403615,0.32011151627376605,28.5474087597444,383.8307358442918,False
AirPassengers,S1,ChalDL,KimiK26,Auto-ARIMA,rmse,3,419.71445817303476,0.3145184875035425,35.08281305366807,384.6316451193667,False
AirPassengers,S1,ChalDL,KimiK26,Auto-ARIMA,smape,3,175.5001742279293,0.2632536179310304,6.345217060526792,169.15495716740253,False
AirPassengers,S1,ChalDL,KimiK26,Auto-ARIMA,mase,3,19.579803617184556,0.015198964121286731,1.3554371506084386,18.224366466576118,False
AirPassengers,S1,ChalDL,KimiK26,Auto-ARIMA,r2,3,-27.85749594734396,0.04325881938355432,0.7983772938713357,-28.655873241215296,False
AirPassengers,S1,ChalML,ClaudeOpus47,Naive (Flat),mae,3,77.79012400696496,0.0,81.44827586206897,-3.658151855104009,True
AirPassengers,S1,ChalML,ClaudeOpus47,Naive (Flat),rmse,3,101.90508797688334,0.0,93.13394136662936,8.771146610253979,False
AirPassengers,S1,ChalML,ClaudeOpus47,Naive (Flat),smape,3,17.917062569495812,0.0,18.057443575330144,-0.14038100583433177,True
AirPassengers,S1,ChalML,ClaudeOpus47,Naive (Flat),mase,3,3.6934919353577684,0.0,3.867181777707564,-0.17368984234979568,True
AirPassengers,S1,ChalML,ClaudeOpus47,Naive (Flat),r2,3,-0.7011490128783203,0.0,-0.4209100492493396,-0.2802389636289807,False
AirPassengers,S1,ChalML,ClaudeOpus47,Naive (Seasonal),mae,3,77.79012400696496,0.0,64.75862068965517,13.031503317309785,False
AirPassengers,S1,ChalML,ClaudeOpus47,Naive (Seasonal),rmse,3,101.90508797688334,0.0,75.23388818235092,26.671199794532413,False
AirPassengers,S1,ChalML,ClaudeOpus47,Naive (Seasonal),smape,3,17.917062569495812,0.0,15.43044131251834,2.4866212569774717,False
AirPassengers,S1,ChalML,ClaudeOpus47,Naive (Seasonal),mase,3,3.6934919353577684,0.0,3.0747533355354806,0.6187385998222878,False
AirPassengers,S1,ChalML,ClaudeOpus47,Naive (Seasonal),r2,3,-0.7011490128783203,0.0,0.0727910062494688,-0.7739400191277891,False
AirPassengers,S1,ChalML,ClaudeOpus47,Auto-ARIMA,mae,3,77.79012400696496,0.0,28.5474087597444,49.24271524722056,False
AirPassengers,S1,ChalML,ClaudeOpus47,Auto-ARIMA,rmse,3,101.90508797688334,0.0,35.08281305366807,66.82227492321528,False
AirPassengers,S1,ChalML,ClaudeOpus47,Auto-ARIMA,smape,3,17.917062569495812,0.0,6.345217060526792,11.57184550896902,False
AirPassengers,S1,ChalML,ClaudeOpus47,Auto-ARIMA,mase,3,3.6934919353577684,0.0,1.3554371506084386,2.33805478474933,False
AirPassengers,S1,ChalML,ClaudeOpus47,Auto-ARIMA,r2,3,-0.7011490128783203,0.0,0.7983772938713357,-1.499526306749656,False
AirPassengers,S1,ChalML,DeepSeekV4Pro,Naive (Flat),mae,3,77.79012400696496,0.0,81.44827586206897,-3.658151855104009,True
AirPassengers,S1,ChalML,DeepSeekV4Pro,Naive (Flat),rmse,3,101.90508797688334,0.0,93.13394136662936,8.771146610253979,False
